anho,estado,mes,length_bin,n
2009,Colima,4,52.5,1
2009,Colima,4,57.5,2
2009,Colima,4,62.5,1
2009,Colima,5,17.5,33
2009,Colima,5,22.5,40
2009,Colima,5,27.5,14
2009,Colima,5,32.5,3
2009,Colima,5,NA,1
2009,Colima,6,17.5,203
2009,Colima,6,22.5,57
2009,Colima,6,27.5,6
2009,Colima,6,32.5,2
2009,Colima,6,37.5,1
2009,Colima,6,NA,12
2009,Colima,7,17.5,28
2009,Colima,7,22.5,29
2009,Colima,8,17.5,20
2009,Colima,8,22.5,75
2009,Colima,8,27.5,40
2009,Colima,8,32.5,5
2009,Colima,8,37.5,1
2009,Colima,9,17.5,27
2009,Colima,9,22.5,24
2009,Colima,9,27.5,30
2009,Colima,9,32.5,20
2009,Colima,9,37.5,2
2009,Colima,10,22.5,4
2009,Colima,10,27.5,236
2009,Colima,10,32.5,135
2009,Colima,10,37.5,35
2009,Colima,10,42.5,1
2009,Colima,10,NA,2
2009,Colima,11,17.5,17
2009,Colima,11,22.5,158
2009,Colima,11,27.5,204
2009,Colima,11,32.5,4
2009,Colima,12,22.5,13
2009,Colima,12,27.5,167
2009,Colima,12,32.5,46
2009,Colima,12,37.5,2
2009,Guerrero,5,17.5,1
2009,Guerrero,5,22.5,2
2009,Guerrero,5,27.5,6
2009,Guerrero,5,32.5,1
2009,Guerrero,5,37.5,1
2009,Guerrero,7,47.5,3
2009,Guerrero,7,67.5,2
2009,Guerrero,7,72.5,1
2009,Guerrero,9,32.5,3
2009,Guerrero,9,37.5,5
2009,Guerrero,9,42.5,2
2009,Guerrero,9,47.5,2
2009,Guerrero,9,52.5,1
2009,Guerrero,9,57.5,1
2009,Guerrero,9,62.5,2
2009,Guerrero,9,72.5,3
2009,Guerrero,9,82.5,2
2009,Guerrero,10,27.5,8
2009,Guerrero,12,22.5,1
2009,Guerrero,12,32.5,1
2009,Jalisco,3,22.5,22
2009,Jalisco,3,27.5,33
2009,Jalisco,3,32.5,1
2009,Jalisco,3,57.5,2
2009,Jalisco,3,62.5,4
2009,Jalisco,3,67.5,2
2009,Jalisco,3,72.5,2
2009,Jalisco,3,77.5,1
2009,Jalisco,4,17.5,1
2009,Jalisco,4,22.5,123
2009,Jalisco,4,27.5,75
2009,Jalisco,4,32.5,7
2009,Jalisco,4,37.5,1
2009,Jalisco,4,47.5,2
2009,Jalisco,4,57.5,1
2009,Jalisco,4,62.5,4
2009,Jalisco,4,67.5,2
2009,Jalisco,4,72.5,16
2009,Jalisco,4,77.5,27
2009,Jalisco,4,82.5,3
2009,Jalisco,5,17.5,3
2009,Jalisco,5,22.5,85
2009,Jalisco,5,27.5,98
2009,Jalisco,5,32.5,6
2009,Jalisco,5,37.5,3
2009,Jalisco,5,47.5,1
2009,Jalisco,6,22.5,3
2009,Jalisco,6,27.5,128
2009,Jalisco,6,32.5,41
2009,Jalisco,6,37.5,6
2009,Jalisco,6,42.5,1
2009,Jalisco,6,47.5,1
2009,Jalisco,6,NA,1
2009,Jalisco,7,17.5,9
2009,Jalisco,7,22.5,100
2009,Jalisco,7,27.5,47
2009,Jalisco,7,32.5,2
2009,Jalisco,7,57.5,1
2009,Jalisco,7,62.5,1
2009,Jalisco,7,77.5,1
2009,Jalisco,8,22.5,60
2009,Jalisco,8,27.5,23
2009,Jalisco,8,32.5,1
2009,Jalisco,9,17.5,11
2009,Jalisco,9,22.5,74
2009,Jalisco,9,27.5,10
2009,Jalisco,9,32.5,66
2009,Jalisco,9,37.5,16
2009,Jalisco,10,27.5,9
2009,Jalisco,10,32.5,8
2009,Jalisco,11,27.5,15
2009,Jalisco,11,32.5,14
2009,Jalisco,11,37.5,17
2009,Jalisco,11,42.5,2
2009,Jalisco,11,47.5,3
2009,Jalisco,12,17.5,1
2009,Jalisco,12,22.5,8
2009,Jalisco,12,27.5,116
2009,Jalisco,12,32.5,91
2009,Jalisco,12,37.5,7
2009,Nayarit,2,22.5,17
2009,Nayarit,2,27.5,3
2009,Nayarit,2,32.5,1
2009,Nayarit,2,37.5,2
2009,Nayarit,2,72.5,6
2009,Nayarit,3,12.5,1
2009,Nayarit,3,17.5,31
2009,Nayarit,3,22.5,156
2009,Nayarit,3,27.5,74
2009,Nayarit,3,32.5,31
2009,Nayarit,3,37.5,30
2009,Nayarit,3,42.5,13
2009,Nayarit,3,47.5,14
2009,Nayarit,3,52.5,10
2009,Nayarit,3,57.5,5
2009,Nayarit,3,62.5,6
2009,Nayarit,3,67.5,4
2009,Nayarit,3,72.5,3
2009,Nayarit,3,77.5,5
2009,Nayarit,3,82.5,12
2009,Nayarit,3,87.5,8
2009,Nayarit,3,92.5,4
2009,Nayarit,3,97.5,1
2009,Nayarit,5,17.5,2
2009,Nayarit,5,22.5,33
2009,Nayarit,5,27.5,17
2009,Nayarit,5,37.5,5
2009,Nayarit,5,42.5,3
2009,Nayarit,5,47.5,3
2009,Nayarit,5,NA,1
2009,Nayarit,6,27.5,9
2009,Nayarit,6,32.5,7
2009,Nayarit,6,37.5,1
2009,Nayarit,6,47.5,1
2009,Nayarit,6,72.5,1
2009,Nayarit,7,22.5,25
2009,Nayarit,7,27.5,34
2009,Nayarit,7,32.5,2
2009,Nayarit,7,42.5,1
2009,Nayarit,7,87.5,2
2009,Nayarit,7,92.5,1
2009,Nayarit,8,22.5,19
2009,Nayarit,8,27.5,65
2009,Nayarit,8,32.5,10
2009,Nayarit,8,37.5,2
2009,Nayarit,8,42.5,2
2009,Nayarit,8,47.5,1
2009,Nayarit,9,22.5,25
2009,Nayarit,9,27.5,40
2009,Nayarit,9,32.5,35
2009,Nayarit,10,22.5,25
2009,Nayarit,10,27.5,113
2009,Nayarit,10,32.5,19
2009,Nayarit,11,22.5,3
2009,Nayarit,11,27.5,35
2009,Nayarit,11,32.5,42
2009,Nayarit,11,37.5,4
2009,Nayarit,12,27.5,29
2009,Nayarit,12,32.5,39
2009,Nayarit,12,37.5,16
2009,Nayarit,12,42.5,3
2010,Colima,1,17.5,7
2010,Colima,1,22.5,34
2010,Colima,1,27.5,22
2010,Colima,1,32.5,62
2010,Colima,1,37.5,127
2010,Colima,1,42.5,18
2010,Colima,1,47.5,1
2010,Colima,1,NA,1
2010,Colima,2,17.5,6
2010,Colima,2,22.5,14
2010,Colima,2,27.5,16
2010,Colima,2,32.5,4
2010,Colima,2,37.5,7
2010,Colima,2,42.5,33
2010,Colima,2,47.5,8
2010,Colima,3,17.5,2
2010,Colima,3,22.5,18
2010,Colima,3,27.5,50
2010,Colima,3,32.5,56
2010,Colima,3,37.5,16
2010,Colima,3,42.5,1
2010,Colima,3,47.5,1
2010,Colima,4,17.5,6
2010,Colima,4,22.5,2
2010,Colima,4,27.5,31
2010,Colima,4,32.5,83
2010,Colima,4,37.5,15
2010,Colima,4,42.5,7
2010,Colima,4,47.5,6
2010,Colima,4,52.5,3
2010,Colima,5,22.5,1
2010,Colima,5,27.5,6
2010,Colima,5,32.5,16
2010,Colima,5,37.5,4
2010,Colima,5,42.5,1
2010,Colima,5,47.5,1
2010,Colima,6,17.5,4
2010,Colima,6,22.5,4
2010,Colima,6,32.5,2
2010,Colima,6,37.5,1
2010,Colima,7,17.5,2
2010,Colima,7,22.5,21
2010,Colima,7,27.5,8
2010,Colima,7,32.5,9
2010,Colima,7,37.5,22
2010,Colima,7,42.5,19
2010,Colima,7,47.5,1
2010,Colima,8,22.5,6
2010,Colima,8,27.5,34
2010,Colima,8,32.5,2
2010,Colima,8,42.5,1
2010,Colima,9,22.5,2
2010,Colima,9,27.5,8
2010,Colima,9,32.5,8
2010,Colima,9,37.5,2
2010,Colima,9,47.5,1
2010,Colima,10,22.5,5
2010,Colima,10,27.5,1
2010,Colima,11,22.5,6
2010,Colima,11,27.5,37
2010,Colima,11,32.5,13
2010,Colima,11,37.5,8
2010,Colima,11,42.5,13
2010,Colima,11,47.5,7
2010,Colima,11,52.5,5
2010,Colima,11,57.5,3
2010,Colima,11,62.5,2
2010,Colima,11,67.5,1
2010,Colima,11,72.5,1
2010,Colima,11,77.5,1
2010,Colima,11,NA,1
2010,Colima,12,17.5,13
2010,Colima,12,22.5,26
2010,Colima,12,27.5,35
2010,Colima,12,32.5,37
2010,Colima,12,37.5,4
2010,Colima,12,42.5,2
2010,Colima,12,47.5,10
2010,Colima,12,52.5,6
2010,Colima,12,57.5,3
2010,Colima,12,62.5,8
2010,Colima,12,67.5,3
2010,Guerrero,4,12.5,2
2010,Guerrero,4,17.5,41
2010,Guerrero,4,22.5,5
2010,Guerrero,4,27.5,1
2010,Guerrero,4,37.5,1
2010,Guerrero,8,27.5,1
2010,Guerrero,8,32.5,1
2010,Guerrero,11,22.5,3
2010,Guerrero,12,27.5,1
2010,Guerrero,12,32.5,1
2010,Jalisco,2,22.5,21
2010,Jalisco,2,27.5,72
2010,Jalisco,2,32.5,42
2010,Jalisco,2,37.5,8
2010,Jalisco,2,42.5,3
2010,Jalisco,2,67.5,1
2010,Jalisco,2,72.5,1
2010,Jalisco,3,22.5,2
2010,Jalisco,3,27.5,21
2010,Jalisco,3,32.5,1
2010,Jalisco,3,42.5,1
2010,Jalisco,3,72.5,1
2010,Jalisco,3,82.5,1
2010,Jalisco,4,22.5,3
2010,Jalisco,4,27.5,15
2010,Jalisco,4,32.5,10
2010,Jalisco,4,37.5,13
2010,Jalisco,4,42.5,3
2010,Jalisco,4,57.5,2
2010,Jalisco,4,62.5,2
2010,Jalisco,4,67.5,4
2010,Jalisco,4,72.5,8
2010,Jalisco,4,77.5,10
2010,Jalisco,4,82.5,5
2010,Jalisco,4,NA,7
2010,Jalisco,5,22.5,24
2010,Jalisco,5,27.5,12
2010,Jalisco,5,32.5,2
2010,Jalisco,5,77.5,1
2010,Jalisco,6,22.5,2
2010,Jalisco,6,27.5,7
2010,Jalisco,6,32.5,13
2010,Jalisco,6,37.5,2
2010,Jalisco,6,72.5,1
2010,Jalisco,7,22.5,3
2010,Jalisco,7,27.5,2
2010,Jalisco,9,22.5,6
2010,Jalisco,9,27.5,12
2010,Jalisco,9,47.5,5
2010,Jalisco,9,52.5,1
2010,Jalisco,9,57.5,20
2010,Jalisco,9,62.5,14
2010,Jalisco,10,22.5,21
2010,Jalisco,10,27.5,35
2010,Jalisco,10,32.5,10
2010,Jalisco,11,22.5,13
2010,Jalisco,11,27.5,15
2010,Nayarit,1,32.5,18
2010,Nayarit,1,37.5,10
2010,Nayarit,1,42.5,1
2010,Nayarit,1,67.5,1
2010,Nayarit,1,72.5,4
2010,Nayarit,1,77.5,3
2010,Nayarit,1,82.5,2
2010,Nayarit,2,17.5,1
2010,Nayarit,2,22.5,7
2010,Nayarit,2,27.5,25
2010,Nayarit,2,32.5,48
2010,Nayarit,2,37.5,62
2010,Nayarit,2,42.5,9
2010,Nayarit,3,22.5,1
2010,Nayarit,3,27.5,8
2010,Nayarit,3,32.5,11
2010,Nayarit,3,37.5,23
2010,Nayarit,3,42.5,6
2010,Nayarit,3,82.5,1
2010,Nayarit,3,87.5,1
2010,Nayarit,3,92.5,3
2010,Nayarit,3,97.5,1
2010,Nayarit,5,22.5,10
2010,Nayarit,5,27.5,34
2010,Nayarit,5,32.5,12
2010,Nayarit,5,37.5,1
2010,Nayarit,6,22.5,13
2010,Nayarit,6,27.5,17
2010,Nayarit,6,32.5,2
2010,Nayarit,6,37.5,10
2010,Nayarit,6,42.5,8
2010,Nayarit,7,42.5,4
2010,Nayarit,8,17.5,5
2010,Nayarit,8,22.5,47
2010,Nayarit,8,27.5,99
2010,Nayarit,8,32.5,29
2010,Nayarit,8,37.5,4
2010,Nayarit,8,42.5,1
2010,Nayarit,8,47.5,1
2010,Nayarit,9,22.5,23
2010,Nayarit,9,27.5,29
2010,Nayarit,9,32.5,10
2010,Nayarit,10,27.5,5
2010,Nayarit,10,32.5,1
2010,Nayarit,10,42.5,2
2010,Nayarit,11,22.5,16
2010,Nayarit,11,27.5,28
2010,Nayarit,11,32.5,34
2010,Nayarit,11,37.5,27
2010,Nayarit,11,42.5,2
2010,Nayarit,11,NA,1
2010,Nayarit,12,17.5,1
2010,Nayarit,12,22.5,28
2010,Nayarit,12,27.5,11
2010,Nayarit,12,32.5,15
2010,Nayarit,12,37.5,1
2011,Colima,1,22.5,2
2011,Colima,1,27.5,11
2011,Colima,1,32.5,2
2011,Colima,2,22.5,25
2011,Colima,2,27.5,11
2011,Colima,2,32.5,12
2011,Colima,2,37.5,1
2011,Colima,2,47.5,2
2011,Colima,3,17.5,28
2011,Colima,3,22.5,2
2011,Colima,3,27.5,1
2011,Colima,3,37.5,1
2011,Colima,3,42.5,1
2011,Colima,4,17.5,5
2011,Colima,4,22.5,11
2011,Colima,4,27.5,5
2011,Colima,5,17.5,34
2011,Colima,5,22.5,28
2011,Colima,6,17.5,21
2011,Colima,6,22.5,106
2011,Colima,6,27.5,2
2011,Colima,6,32.5,1
2011,Colima,6,37.5,15
2011,Colima,6,42.5,11
2011,Colima,6,47.5,1
2011,Colima,7,17.5,7
2011,Colima,7,22.5,52
2011,Colima,7,27.5,3
2011,Colima,8,22.5,15
2011,Colima,8,27.5,36
2011,Colima,9,17.5,2
2011,Colima,9,27.5,3
2011,Colima,9,32.5,1
2011,Colima,10,17.5,5
2011,Colima,10,22.5,9
2011,Colima,10,27.5,70
2011,Colima,10,32.5,50
2011,Colima,10,37.5,21
2011,Colima,10,42.5,4
2011,Colima,10,NA,1
2011,Colima,11,17.5,18
2011,Colima,11,22.5,8
2011,Colima,11,27.5,8
2011,Colima,11,32.5,1
2011,Colima,12,17.5,2
2011,Colima,12,22.5,9
2011,Colima,12,27.5,8
2011,Colima,12,32.5,1
2011,Guerrero,4,57.5,1
2011,Guerrero,4,62.5,5
2011,Guerrero,4,67.5,8
2011,Guerrero,4,72.5,5
2011,Guerrero,12,42.5,1
2011,Jalisco,2,62.5,2
2011,Jalisco,2,67.5,2
2011,Jalisco,2,72.5,15
2011,Jalisco,2,77.5,13
2011,Jalisco,3,22.5,1
2011,Jalisco,3,27.5,1
2011,Jalisco,4,32.5,2
2011,Jalisco,5,17.5,2
2011,Jalisco,5,22.5,10
2011,Jalisco,5,27.5,5
2011,Jalisco,6,22.5,9
2011,Jalisco,6,27.5,17
2011,Jalisco,6,32.5,5
2011,Jalisco,6,37.5,4
2011,Jalisco,6,NA,2
2011,Jalisco,7,22.5,48
2011,Jalisco,7,27.5,15
2011,Jalisco,7,32.5,7
2011,Jalisco,7,37.5,2
2011,Jalisco,8,22.5,5
2011,Jalisco,11,27.5,52
2011,Jalisco,11,32.5,22
2011,Jalisco,11,37.5,7
2011,Jalisco,11,42.5,52
2011,Jalisco,11,47.5,42
2011,Jalisco,11,52.5,5
2011,Jalisco,11,67.5,2
2011,Jalisco,11,72.5,1
2011,Jalisco,12,22.5,1
2011,Jalisco,12,27.5,37
2011,Jalisco,12,32.5,16
2011,Jalisco,12,37.5,3
2011,Jalisco,12,42.5,1
2011,Jalisco,12,72.5,3
2011,Jalisco,12,77.5,2
2011,Jalisco,12,NA,1
2011,Nayarit,1,67.5,1
2011,Nayarit,1,77.5,2
2011,Nayarit,2,17.5,2
2011,Nayarit,2,22.5,6
2011,Nayarit,2,27.5,25
2011,Nayarit,2,32.5,15
2011,Nayarit,2,37.5,3
2011,Nayarit,2,42.5,3
2011,Nayarit,2,47.5,5
2011,Nayarit,2,52.5,10
2011,Nayarit,2,57.5,4
2011,Nayarit,3,22.5,8
2011,Nayarit,3,27.5,18
2011,Nayarit,3,32.5,7
2011,Nayarit,3,67.5,1
2011,Nayarit,3,72.5,1
2011,Nayarit,3,87.5,1
2011,Nayarit,4,27.5,1
2011,Nayarit,4,72.5,1
2011,Nayarit,4,82.5,1
2011,Nayarit,5,27.5,1
2011,Nayarit,5,32.5,7
2011,Nayarit,5,37.5,6
2011,Nayarit,5,42.5,3
2011,Nayarit,5,47.5,8
2011,Nayarit,5,52.5,4
2011,Nayarit,5,57.5,2
2011,Nayarit,6,27.5,13
2011,Nayarit,6,32.5,12
2011,Nayarit,6,37.5,4
2011,Nayarit,6,42.5,1
2011,Nayarit,9,17.5,30
2011,Nayarit,9,22.5,4
2011,Nayarit,9,27.5,1
2011,Nayarit,9,32.5,2
2011,Nayarit,10,27.5,1
2011,Nayarit,11,27.5,1
2011,Nayarit,11,32.5,5
2011,Nayarit,11,37.5,2
2011,Nayarit,12,32.5,1
2011,Nayarit,12,37.5,8
2011,Nayarit,12,42.5,12
2012,Colima,1,17.5,1
2012,Colima,1,22.5,29
2012,Colima,1,27.5,4
2012,Colima,1,32.5,1
2012,Colima,2,17.5,1
2012,Colima,2,22.5,2
2012,Colima,2,27.5,2
2012,Colima,2,32.5,9
2012,Colima,2,37.5,4
2012,Colima,2,42.5,1
2012,Colima,3,12.5,4
2012,Colima,3,17.5,41
2012,Colima,3,22.5,61
2012,Colima,3,27.5,53
2012,Colima,3,32.5,5
2012,Colima,3,37.5,3
2012,Colima,3,42.5,2
2012,Colima,3,47.5,6
2012,Colima,3,NA,1
2012,Colima,4,12.5,2
2012,Colima,4,17.5,67
2012,Colima,4,22.5,16
2012,Colima,4,NA,1
2012,Colima,5,17.5,52
2012,Colima,5,22.5,49
2012,Colima,5,27.5,7
2012,Colima,6,17.5,16
2012,Colima,6,22.5,30
2012,Colima,6,27.5,28
2012,Colima,6,32.5,4
2012,Colima,6,37.5,1
2012,Colima,7,17.5,94
2012,Colima,7,22.5,190
2012,Colima,7,27.5,8
2012,Colima,8,17.5,3
2012,Colima,8,22.5,81
2012,Colima,8,27.5,163
2012,Colima,8,32.5,43
2012,Colima,8,37.5,1
2012,Colima,9,22.5,73
2012,Colima,9,27.5,209
2012,Colima,9,32.5,2
2012,Colima,9,NA,2
2012,Colima,10,17.5,4
2012,Colima,10,22.5,6
2012,Colima,10,27.5,11
2012,Colima,10,32.5,2
2012,Colima,11,17.5,9
2012,Colima,11,22.5,291
2012,Colima,11,27.5,158
2012,Colima,11,32.5,1
2012,Jalisco,3,22.5,48
2012,Jalisco,3,27.5,25
2012,Jalisco,3,32.5,4
2012,Jalisco,3,37.5,3
2012,Jalisco,3,57.5,1
2012,Jalisco,3,62.5,1
2012,Jalisco,3,67.5,3
2012,Jalisco,3,72.5,1
2012,Jalisco,4,17.5,4
2012,Jalisco,4,22.5,3
2012,Jalisco,4,27.5,3
2012,Jalisco,4,32.5,4
2012,Jalisco,4,37.5,1
2012,Jalisco,4,67.5,2
2012,Jalisco,4,72.5,2
2012,Jalisco,5,17.5,1
2012,Jalisco,5,22.5,5
2012,Jalisco,5,27.5,7
2012,Jalisco,5,57.5,1
2012,Jalisco,5,62.5,2
2012,Jalisco,7,17.5,71
2012,Jalisco,7,22.5,200
2012,Jalisco,7,27.5,156
2012,Jalisco,7,32.5,50
2012,Jalisco,7,37.5,16
2012,Jalisco,7,57.5,1
2012,Jalisco,8,17.5,25
2012,Jalisco,8,22.5,225
2012,Jalisco,8,27.5,215
2012,Jalisco,8,32.5,42
2012,Jalisco,8,37.5,2
2012,Jalisco,8,47.5,1
2012,Jalisco,8,72.5,1
2012,Jalisco,8,77.5,1
2012,Jalisco,8,82.5,1
2012,Jalisco,8,NA,9
2012,Jalisco,10,22.5,1
2012,Jalisco,10,27.5,3
2012,Jalisco,11,22.5,26
2012,Jalisco,11,27.5,190
2012,Jalisco,11,32.5,52
2012,Jalisco,11,37.5,1
2012,Nayarit,2,17.5,2
2012,Nayarit,2,22.5,8
2012,Nayarit,2,27.5,2
2012,Nayarit,2,32.5,7
2012,Nayarit,2,47.5,1
2012,Nayarit,2,52.5,4
2012,Nayarit,2,57.5,10
2012,Nayarit,2,62.5,3
2012,Nayarit,2,67.5,1
2012,Nayarit,3,22.5,21
2012,Nayarit,3,27.5,1
2012,Nayarit,3,37.5,1
2012,Nayarit,3,42.5,1
2012,Nayarit,3,67.5,1
2012,Nayarit,3,72.5,4
2012,Nayarit,3,77.5,7
2012,Nayarit,3,82.5,15
2012,Nayarit,3,87.5,9
2012,Nayarit,3,92.5,2
2012,Nayarit,7,17.5,1
2012,Nayarit,7,22.5,13
2012,Nayarit,7,62.5,1
2012,Nayarit,7,82.5,1
2012,Nayarit,7,87.5,1
2012,Nayarit,10,22.5,4
2012,Nayarit,10,27.5,36
2012,Nayarit,10,32.5,5
2012,Nayarit,10,37.5,2
2012,Nayarit,10,42.5,1
2012,Nayarit,11,27.5,17
2012,Nayarit,11,32.5,7
2013,Jalisco,3,17.5,2
2013,Jalisco,3,22.5,41
2013,Jalisco,3,27.5,28
2013,Jalisco,3,32.5,13
2013,Jalisco,3,37.5,4
2013,Jalisco,3,77.5,2
2013,Jalisco,4,17.5,4
2013,Jalisco,4,22.5,43
2013,Jalisco,4,27.5,33
2013,Jalisco,4,32.5,30
2013,Jalisco,4,37.5,9
2013,Jalisco,4,42.5,3
2013,Jalisco,4,52.5,3
2013,Jalisco,4,57.5,1
2013,Jalisco,4,62.5,1
2013,Jalisco,4,67.5,2
2013,Jalisco,4,72.5,6
2013,Jalisco,4,77.5,2
2013,Jalisco,4,NA,1
2013,Jalisco,5,17.5,1
2013,Jalisco,5,22.5,107
2013,Jalisco,5,27.5,68
2013,Jalisco,5,32.5,25
2013,Jalisco,5,37.5,6
2013,Jalisco,5,42.5,1
2013,Jalisco,5,47.5,1
2013,Jalisco,6,17.5,5
2013,Jalisco,6,22.5,8
2013,Jalisco,6,27.5,7
2013,Jalisco,7,22.5,144
2013,Jalisco,7,27.5,29
2013,Jalisco,7,32.5,5
2013,Jalisco,7,42.5,1
2013,Jalisco,7,52.5,1
2013,Jalisco,8,17.5,6
2013,Jalisco,8,22.5,46
2013,Jalisco,8,27.5,11
2013,Jalisco,9,17.5,2
2013,Jalisco,9,22.5,6
2013,Jalisco,9,27.5,175
2013,Jalisco,9,32.5,43
2013,Jalisco,9,37.5,4
2013,Jalisco,9,42.5,1
2013,Jalisco,9,NA,1
2013,Jalisco,10,22.5,31
2013,Jalisco,10,27.5,77
2013,Jalisco,10,32.5,9
2013,Jalisco,10,37.5,1
2013,Jalisco,10,42.5,1
2013,Jalisco,11,17.5,1
2013,Jalisco,11,22.5,28
2013,Jalisco,11,27.5,92
2013,Jalisco,11,32.5,8
2013,Nayarit,3,22.5,16
2013,Nayarit,3,27.5,3
2013,Nayarit,3,37.5,2
2013,Nayarit,3,42.5,3
2013,Nayarit,3,47.5,3
2013,Nayarit,3,72.5,3
2013,Nayarit,3,82.5,1
2013,Nayarit,3,87.5,1
2013,Nayarit,5,17.5,8
2013,Nayarit,5,22.5,33
2013,Nayarit,5,27.5,2
2013,Nayarit,5,32.5,2
2013,Nayarit,5,37.5,2
2013,Nayarit,5,42.5,1
2013,Nayarit,5,47.5,1
2013,Nayarit,6,17.5,9
2013,Nayarit,6,22.5,27
2013,Nayarit,6,NA,1
2013,Nayarit,10,22.5,30
2013,Nayarit,10,27.5,24
2013,Nayarit,10,32.5,4
2013,Nayarit,11,32.5,1
2014,Baja California Sur,1,27.5,6
2014,Baja California Sur,1,32.5,29
2014,Baja California Sur,1,37.5,11
2014,Baja California Sur,1,42.5,4
2014,Baja California Sur,1,47.5,1
2014,Baja California Sur,1,77.5,1
2014,Baja California Sur,2,22.5,5
2014,Baja California Sur,2,27.5,23
2014,Baja California Sur,2,32.5,12
2014,Baja California Sur,2,37.5,2
2014,Baja California Sur,4,22.5,1
2014,Baja California Sur,4,27.5,8
2014,Baja California Sur,4,32.5,74
2014,Baja California Sur,4,37.5,20
2014,Baja California Sur,4,42.5,6
2014,Baja California Sur,4,47.5,6
2014,Baja California Sur,4,52.5,7
2014,Baja California Sur,4,57.5,4
2014,Baja California Sur,4,62.5,1
2014,Baja California Sur,5,27.5,17
2014,Baja California Sur,5,32.5,43
2014,Baja California Sur,5,37.5,14
2014,Baja California Sur,5,42.5,2
2014,Baja California Sur,5,47.5,1
2014,Baja California Sur,5,52.5,3
2014,Baja California Sur,7,27.5,1
2014,Baja California Sur,7,32.5,97
2014,Baja California Sur,7,37.5,81
2014,Baja California Sur,7,42.5,5
2014,Baja California Sur,7,47.5,1
2014,Baja California Sur,7,62.5,1
2014,Baja California Sur,8,27.5,18
2014,Baja California Sur,8,32.5,200
2014,Baja California Sur,8,37.5,116
2014,Baja California Sur,8,42.5,4
2014,Baja California Sur,8,47.5,3
2014,Baja California Sur,8,52.5,3
2014,Baja California Sur,9,22.5,1
2014,Baja California Sur,9,27.5,11
2014,Baja California Sur,9,32.5,82
2014,Baja California Sur,9,37.5,6
2014,Baja California Sur,9,62.5,1
2014,Baja California Sur,9,67.5,1
2014,Baja California Sur,9,72.5,1
2014,Baja California Sur,10,27.5,11
2014,Baja California Sur,10,32.5,63
2014,Baja California Sur,10,37.5,70
2014,Baja California Sur,10,42.5,8
2014,Baja California Sur,10,57.5,1
2014,Baja California Sur,10,77.5,1
2014,Baja California Sur,11,27.5,5
2014,Baja California Sur,11,32.5,36
2014,Baja California Sur,11,37.5,31
2014,Baja California Sur,11,42.5,3
2014,Baja California Sur,11,52.5,2
2014,Baja California Sur,12,22.5,1
2014,Baja California Sur,12,27.5,14
2014,Baja California Sur,12,32.5,4
2014,Baja California Sur,12,37.5,11
2014,Baja California Sur,12,42.5,8
2014,Colima,1,17.5,1
2014,Colima,1,22.5,10
2014,Colima,1,27.5,50
2014,Colima,1,32.5,34
2014,Colima,2,17.5,5
2014,Colima,2,22.5,14
2014,Colima,2,27.5,103
2014,Colima,2,32.5,62
2014,Colima,3,32.5,3
2014,Colima,3,37.5,9
2014,Colima,3,42.5,1
2014,Colima,4,17.5,4
2014,Colima,4,22.5,25
2014,Colima,4,27.5,38
2014,Colima,4,32.5,31
2014,Colima,4,37.5,1
2014,Colima,4,42.5,1
2014,Colima,4,47.5,9
2014,Colima,4,52.5,9
2014,Colima,4,57.5,2
2014,Colima,4,62.5,5
2014,Colima,5,17.5,38
2014,Colima,5,22.5,83
2014,Colima,5,27.5,6
2014,Colima,5,32.5,6
2014,Colima,5,37.5,1
2014,Colima,6,17.5,25
2014,Colima,6,22.5,6
2014,Colima,7,17.5,8
2014,Colima,7,22.5,30
2014,Colima,7,27.5,20
2014,Colima,7,32.5,4
2014,Colima,7,37.5,1
2014,Colima,8,22.5,17
2014,Colima,8,27.5,4
2014,Colima,10,17.5,9
2014,Colima,10,22.5,20
2014,Colima,10,27.5,72
2014,Colima,10,32.5,33
2014,Colima,10,37.5,2
2014,Colima,10,NA,1
2014,Jalisco,2,27.5,23
2014,Jalisco,2,32.5,12
2014,Jalisco,2,37.5,3
2014,Jalisco,2,42.5,6
2014,Jalisco,2,47.5,7
2014,Jalisco,2,52.5,1
2014,Jalisco,3,17.5,17
2014,Jalisco,3,22.5,191
2014,Jalisco,3,27.5,59
2014,Jalisco,3,32.5,49
2014,Jalisco,3,37.5,6
2014,Jalisco,3,42.5,1
2014,Jalisco,3,47.5,1
2014,Jalisco,3,NA,1
2014,Jalisco,4,17.5,1
2014,Jalisco,4,22.5,7
2014,Jalisco,4,27.5,26
2014,Jalisco,4,32.5,25
2014,Jalisco,4,37.5,7
2014,Jalisco,5,22.5,7
2014,Jalisco,5,27.5,20
2014,Jalisco,5,32.5,2
2014,Jalisco,6,12.5,1
2014,Jalisco,6,32.5,1
2014,Jalisco,6,37.5,3
2014,Jalisco,6,52.5,1
2014,Jalisco,6,62.5,3
2014,Jalisco,6,77.5,1
2014,Jalisco,6,92.5,1
2014,Jalisco,7,17.5,1
2014,Jalisco,7,22.5,295
2014,Jalisco,7,27.5,98
2014,Jalisco,7,32.5,18
2014,Jalisco,7,37.5,1
2014,Jalisco,7,47.5,1
2014,Jalisco,7,57.5,2
2014,Jalisco,7,67.5,1
2014,Jalisco,7,72.5,1
2014,Jalisco,8,27.5,1
2014,Jalisco,8,32.5,1
