anho,estado,mes,length_bin,n
2014,Jalisco,8,37.5,4
2014,Jalisco,8,42.5,2
2014,Jalisco,8,NA,2
2014,Jalisco,9,32.5,1
2014,Jalisco,10,22.5,27
2014,Jalisco,10,27.5,35
2014,Jalisco,10,32.5,4
2014,Jalisco,10,42.5,2
2014,Jalisco,10,47.5,3
2014,Jalisco,10,52.5,1
2014,Jalisco,10,57.5,1
2014,Jalisco,11,17.5,1
2014,Jalisco,11,22.5,21
2014,Jalisco,11,27.5,17
2014,Jalisco,11,32.5,4
2014,Jalisco,11,42.5,2
2014,Jalisco,11,47.5,1
2014,Jalisco,11,52.5,1
2014,Jalisco,12,17.5,1
2014,Jalisco,12,22.5,21
2014,Jalisco,12,27.5,13
2014,Jalisco,12,32.5,11
2014,Jalisco,12,37.5,1
2014,Jalisco,12,42.5,5
2014,Jalisco,12,47.5,4
2014,Jalisco,12,NA,1
2014,Nayarit,2,22.5,2
2014,Nayarit,2,27.5,22
2014,Nayarit,2,32.5,30
2014,Nayarit,2,42.5,1
2014,Nayarit,3,22.5,21
2014,Nayarit,3,27.5,53
2014,Nayarit,3,32.5,41
2014,Nayarit,3,37.5,5
2014,Nayarit,3,42.5,1
2014,Nayarit,5,22.5,1
2014,Nayarit,5,27.5,1
2014,Nayarit,5,32.5,2
2014,Nayarit,10,22.5,1
2014,Nayarit,10,27.5,7
2014,Nayarit,10,32.5,15
2014,Nayarit,10,37.5,1
2014,Nayarit,11,22.5,3
2014,Nayarit,11,27.5,21
2014,Nayarit,11,32.5,6
2014,Nayarit,12,22.5,13
2014,Nayarit,12,27.5,13
2014,Nayarit,12,32.5,4
2015,Baja California Sur,1,27.5,1
2015,Baja California Sur,1,32.5,10
2015,Baja California Sur,1,37.5,51
2015,Baja California Sur,1,42.5,29
2015,Baja California Sur,1,47.5,5
2015,Baja California Sur,1,52.5,2
2015,Baja California Sur,2,27.5,4
2015,Baja California Sur,2,32.5,24
2015,Baja California Sur,2,37.5,113
2015,Baja California Sur,2,42.5,139
2015,Baja California Sur,2,47.5,22
2015,Baja California Sur,2,52.5,3
2015,Baja California Sur,2,57.5,1
2015,Baja California Sur,3,27.5,1
2015,Baja California Sur,3,32.5,2
2015,Baja California Sur,3,37.5,3
2015,Baja California Sur,3,42.5,7
2015,Baja California Sur,3,47.5,1
2015,Baja California Sur,4,52.5,16
2015,Baja California Sur,4,57.5,4
2015,Baja California Sur,4,62.5,1
2015,Baja California Sur,5,42.5,1
2015,Baja California Sur,5,47.5,1
2015,Baja California Sur,5,57.5,1
2015,Baja California Sur,5,67.5,1
2015,Baja California Sur,6,32.5,20
2015,Baja California Sur,6,37.5,5
2015,Baja California Sur,6,42.5,1
2015,Baja California Sur,7,27.5,20
2015,Baja California Sur,7,32.5,56
2015,Baja California Sur,7,37.5,135
2015,Baja California Sur,7,42.5,148
2015,Baja California Sur,7,47.5,26
2015,Baja California Sur,7,52.5,3
2015,Baja California Sur,7,57.5,2
2015,Baja California Sur,7,62.5,1
2015,Baja California Sur,7,67.5,4
2015,Baja California Sur,7,72.5,1
2015,Baja California Sur,7,77.5,1
2015,Baja California Sur,8,22.5,3
2015,Baja California Sur,8,27.5,7
2015,Baja California Sur,8,32.5,26
2015,Baja California Sur,8,37.5,59
2015,Baja California Sur,8,42.5,54
2015,Baja California Sur,8,47.5,26
2015,Baja California Sur,8,52.5,5
2015,Baja California Sur,8,57.5,4
2015,Baja California Sur,8,62.5,1
2015,Baja California Sur,9,27.5,8
2015,Baja California Sur,9,32.5,21
2015,Baja California Sur,9,37.5,67
2015,Baja California Sur,9,42.5,61
2015,Baja California Sur,9,47.5,22
2015,Baja California Sur,9,52.5,6
2015,Baja California Sur,9,57.5,6
2015,Baja California Sur,9,62.5,2
2015,Baja California Sur,9,67.5,2
2015,Baja California Sur,10,27.5,8
2015,Baja California Sur,10,32.5,9
2015,Baja California Sur,10,37.5,3
2015,Baja California Sur,10,42.5,13
2015,Baja California Sur,10,47.5,10
2015,Baja California Sur,10,52.5,9
2015,Baja California Sur,10,57.5,1
2015,Baja California Sur,10,62.5,2
2015,Baja California Sur,11,22.5,3
2015,Baja California Sur,11,27.5,33
2015,Baja California Sur,11,32.5,49
2015,Baja California Sur,11,37.5,15
2015,Baja California Sur,11,42.5,13
2015,Baja California Sur,11,47.5,12
2015,Baja California Sur,11,52.5,6
2015,Baja California Sur,11,57.5,2
2015,Baja California Sur,11,62.5,1
2015,Baja California Sur,12,47.5,1
2015,Colima,1,22.5,11
2015,Colima,1,27.5,51
2015,Colima,1,32.5,17
2015,Colima,1,37.5,8
2015,Colima,1,42.5,3
2015,Colima,1,NA,2
2015,Colima,4,17.5,1
2015,Colima,4,22.5,30
2015,Colima,4,27.5,30
2015,Colima,4,32.5,38
2015,Colima,4,37.5,12
2015,Colima,4,42.5,4
2015,Colima,4,67.5,1
2015,Colima,5,17.5,4
2015,Colima,5,22.5,34
2015,Colima,5,27.5,51
2015,Colima,5,32.5,55
2015,Colima,5,37.5,5
2015,Colima,5,42.5,3
2015,Colima,5,47.5,3
2015,Colima,5,52.5,3
2015,Colima,5,57.5,1
2015,Colima,5,62.5,1
2015,Colima,5,82.5,1
2015,Colima,5,NA,1
2015,Colima,7,22.5,10
2015,Colima,7,27.5,26
2015,Colima,7,32.5,42
2015,Colima,7,37.5,18
2015,Colima,7,42.5,3
2015,Colima,7,57.5,1
2015,Colima,8,17.5,8
2015,Colima,8,22.5,17
2015,Colima,8,27.5,3
2015,Colima,8,32.5,56
2015,Colima,8,37.5,151
2015,Colima,8,42.5,27
2015,Colima,8,47.5,2
2015,Colima,8,67.5,1
2015,Colima,8,72.5,1
2015,Colima,8,77.5,1
2015,Colima,8,92.5,1
2015,Colima,9,17.5,11
2015,Colima,9,22.5,58
2015,Colima,9,27.5,99
2015,Colima,9,32.5,56
2015,Colima,9,37.5,58
2015,Colima,9,42.5,9
2015,Colima,9,47.5,1
2015,Colima,9,NA,2
2015,Colima,10,17.5,9
2015,Colima,10,22.5,15
2015,Colima,10,27.5,28
2015,Colima,10,32.5,3
2015,Colima,10,37.5,4
2015,Colima,11,32.5,3
2015,Colima,11,52.5,1
2015,Colima,11,57.5,3
2015,Colima,11,62.5,4
2015,Colima,11,67.5,4
2015,Colima,11,72.5,6
2015,Colima,11,77.5,3
2015,Colima,12,57.5,1
2015,Colima,12,62.5,1
2015,Colima,12,72.5,1
2015,Guerrero,4,27.5,20
2015,Guerrero,4,32.5,22
2015,Guerrero,4,37.5,1
2015,Jalisco,1,22.5,1
2015,Jalisco,1,27.5,4
2015,Jalisco,1,32.5,1
2015,Jalisco,1,37.5,1
2015,Jalisco,2,22.5,31
2015,Jalisco,2,27.5,95
2015,Jalisco,2,32.5,19
2015,Jalisco,2,37.5,5
2015,Jalisco,2,42.5,3
2015,Jalisco,3,22.5,33
2015,Jalisco,3,27.5,151
2015,Jalisco,3,32.5,90
2015,Jalisco,3,37.5,10
2015,Jalisco,4,22.5,4
2015,Jalisco,4,27.5,24
2015,Jalisco,4,32.5,21
2015,Jalisco,4,37.5,5
2015,Jalisco,4,42.5,2
2015,Jalisco,4,62.5,1
2015,Jalisco,4,NA,1
2015,Jalisco,5,17.5,2
2015,Jalisco,5,22.5,49
2015,Jalisco,5,27.5,6
2015,Jalisco,5,32.5,3
2015,Jalisco,5,37.5,1
2015,Jalisco,5,77.5,1
2015,Jalisco,5,87.5,1
2015,Jalisco,7,17.5,1
2015,Jalisco,7,22.5,24
2015,Jalisco,7,27.5,19
2015,Jalisco,7,32.5,101
2015,Jalisco,7,37.5,72
2015,Jalisco,7,42.5,27
2015,Jalisco,7,47.5,7
2015,Jalisco,7,52.5,2
2015,Jalisco,7,NA,4
2015,Jalisco,8,22.5,33
2015,Jalisco,8,27.5,37
2015,Jalisco,8,32.5,6
2015,Jalisco,8,37.5,5
2015,Jalisco,8,NA,2
2015,Jalisco,9,22.5,3
2015,Jalisco,9,27.5,17
2015,Jalisco,9,37.5,2
2015,Jalisco,11,27.5,8
2015,Jalisco,11,32.5,33
2015,Jalisco,11,37.5,55
2015,Jalisco,11,42.5,21
2015,Jalisco,11,47.5,5
2015,Jalisco,11,52.5,3
2015,Jalisco,11,57.5,3
2015,Jalisco,11,62.5,1
2015,Jalisco,11,67.5,1
2015,Jalisco,12,27.5,1
2015,Nayarit,3,17.5,11
2015,Nayarit,3,22.5,20
2015,Nayarit,3,27.5,35
2015,Nayarit,3,32.5,19
2015,Nayarit,3,37.5,1
2015,Nayarit,3,42.5,1
2015,Nayarit,3,47.5,3
2015,Nayarit,3,52.5,1
2015,Nayarit,5,17.5,2
2015,Nayarit,5,22.5,11
2015,Nayarit,5,27.5,9
2015,Nayarit,12,32.5,17
2015,Nayarit,12,37.5,2
2015,Nayarit,12,42.5,1
2015,Sonora,6,NA,9
2016,Baja California Sur,1,22.5,2
2016,Baja California Sur,1,27.5,37
2016,Baja California Sur,1,32.5,102
2016,Baja California Sur,1,37.5,10
2016,Baja California Sur,1,42.5,12
2016,Baja California Sur,1,47.5,7
2016,Baja California Sur,1,57.5,1
2016,Baja California Sur,2,32.5,12
2016,Baja California Sur,2,72.5,7
2016,Baja California Sur,2,77.5,2
2016,Baja California Sur,2,82.5,2
2016,Baja California Sur,3,77.5,1
2016,Baja California Sur,4,22.5,1
2016,Baja California Sur,4,27.5,11
2016,Baja California Sur,4,32.5,61
2016,Baja California Sur,4,37.5,50
2016,Baja California Sur,4,42.5,56
2016,Baja California Sur,4,47.5,92
2016,Baja California Sur,4,52.5,59
2016,Baja California Sur,4,57.5,11
2016,Baja California Sur,4,62.5,1
2016,Baja California Sur,5,22.5,5
2016,Baja California Sur,5,27.5,35
2016,Baja California Sur,5,32.5,325
2016,Baja California Sur,5,37.5,154
2016,Baja California Sur,5,42.5,84
2016,Baja California Sur,5,47.5,124
2016,Baja California Sur,5,52.5,66
2016,Baja California Sur,5,57.5,28
2016,Baja California Sur,5,62.5,12
2016,Baja California Sur,5,67.5,6
2016,Baja California Sur,5,NA,1
2016,Baja California Sur,6,22.5,3
2016,Baja California Sur,6,27.5,27
2016,Baja California Sur,6,32.5,253
2016,Baja California Sur,6,37.5,122
2016,Baja California Sur,6,42.5,82
2016,Baja California Sur,6,47.5,83
2016,Baja California Sur,6,52.5,55
2016,Baja California Sur,6,57.5,27
2016,Baja California Sur,6,62.5,36
2016,Baja California Sur,6,67.5,18
2016,Baja California Sur,6,72.5,10
2016,Baja California Sur,6,77.5,2
2016,Baja California Sur,6,NA,1
2016,Baja California Sur,7,22.5,2
2016,Baja California Sur,7,27.5,8
2016,Baja California Sur,7,32.5,113
2016,Baja California Sur,7,37.5,194
2016,Baja California Sur,7,42.5,111
2016,Baja California Sur,7,47.5,66
2016,Baja California Sur,7,52.5,44
2016,Baja California Sur,7,57.5,29
2016,Baja California Sur,7,62.5,15
2016,Baja California Sur,7,67.5,16
2016,Baja California Sur,7,72.5,9
2016,Baja California Sur,7,77.5,2
2016,Baja California Sur,7,82.5,3
2016,Baja California Sur,7,NA,3
2016,Baja California Sur,8,17.5,1
2016,Baja California Sur,8,22.5,14
2016,Baja California Sur,8,27.5,57
2016,Baja California Sur,8,32.5,295
2016,Baja California Sur,8,37.5,346
2016,Baja California Sur,8,42.5,134
2016,Baja California Sur,8,47.5,99
2016,Baja California Sur,8,52.5,47
2016,Baja California Sur,8,57.5,17
2016,Baja California Sur,8,62.5,5
2016,Baja California Sur,8,67.5,6
2016,Baja California Sur,8,72.5,5
2016,Baja California Sur,8,82.5,1
2016,Baja California Sur,8,NA,1
2016,Baja California Sur,9,22.5,10
2016,Baja California Sur,9,27.5,191
2016,Baja California Sur,9,32.5,463
2016,Baja California Sur,9,37.5,469
2016,Baja California Sur,9,42.5,147
2016,Baja California Sur,9,47.5,112
2016,Baja California Sur,9,52.5,82
2016,Baja California Sur,9,57.5,70
2016,Baja California Sur,9,62.5,53
2016,Baja California Sur,9,67.5,56
2016,Baja California Sur,9,72.5,30
2016,Baja California Sur,9,77.5,3
2016,Baja California Sur,9,82.5,1
2016,Baja California Sur,9,87.5,1
2016,Baja California Sur,9,NA,4
2016,Baja California Sur,10,22.5,8
2016,Baja California Sur,10,27.5,157
2016,Baja California Sur,10,32.5,375
2016,Baja California Sur,10,37.5,313
2016,Baja California Sur,10,42.5,100
2016,Baja California Sur,10,47.5,57
2016,Baja California Sur,10,52.5,19
2016,Baja California Sur,10,57.5,10
2016,Baja California Sur,10,62.5,7
2016,Baja California Sur,10,67.5,5
2016,Baja California Sur,10,72.5,4
2016,Baja California Sur,11,22.5,9
2016,Baja California Sur,11,27.5,252
2016,Baja California Sur,11,32.5,311
2016,Baja California Sur,11,37.5,284
2016,Baja California Sur,11,42.5,93
2016,Baja California Sur,11,47.5,67
2016,Baja California Sur,11,52.5,56
2016,Baja California Sur,11,57.5,20
2016,Baja California Sur,11,62.5,6
2016,Baja California Sur,11,67.5,4
2016,Baja California Sur,11,72.5,2
2016,Baja California Sur,11,NA,2
2016,Baja California Sur,12,27.5,33
2016,Baja California Sur,12,32.5,61
2016,Baja California Sur,12,37.5,25
2016,Baja California Sur,12,42.5,6
2016,Baja California Sur,12,47.5,6
2016,Baja California Sur,12,52.5,5
2016,Baja California Sur,12,57.5,6
2016,Baja California Sur,12,62.5,3
2016,Baja California Sur,12,67.5,1
2016,Chiapas,5,52.5,1
2016,Chiapas,5,62.5,1
2016,Chiapas,5,77.5,1
2016,Chiapas,5,82.5,2
2016,Colima,4,17.5,4
2016,Colima,4,22.5,36
2016,Colima,4,27.5,50
2016,Colima,4,32.5,64
2016,Colima,4,37.5,16
2016,Colima,4,42.5,5
2016,Colima,4,47.5,9
2016,Colima,4,52.5,9
2016,Colima,4,57.5,20
2016,Colima,4,62.5,4
2016,Colima,4,67.5,2
2016,Colima,4,72.5,2
2016,Colima,4,97.5,1
2016,Colima,4,NA,2
2016,Colima,5,17.5,11
2016,Colima,5,22.5,86
2016,Colima,5,27.5,30
2016,Colima,5,32.5,5
2016,Colima,5,37.5,3
2016,Colima,5,42.5,1
2016,Colima,5,47.5,6
2016,Colima,5,52.5,11
2016,Colima,5,57.5,7
2016,Colima,5,62.5,5
2016,Colima,5,67.5,2
2016,Colima,5,72.5,1
2016,Colima,6,17.5,36
2016,Colima,6,22.5,73
2016,Colima,6,27.5,12
2016,Colima,7,17.5,15
2016,Colima,7,22.5,29
2016,Colima,7,27.5,13
2016,Colima,7,32.5,1
2016,Colima,8,22.5,43
2016,Colima,8,27.5,82
2016,Colima,8,32.5,10
2016,Colima,8,37.5,2
2016,Colima,8,NA,1
2016,Colima,9,17.5,17
2016,Colima,9,22.5,20
2016,Colima,9,27.5,19
2016,Jalisco,3,17.5,2
2016,Jalisco,3,22.5,36
2016,Jalisco,3,27.5,78
2016,Jalisco,3,32.5,37
2016,Jalisco,3,37.5,33
2016,Jalisco,3,42.5,19
2016,Jalisco,3,47.5,7
2016,Jalisco,3,52.5,1
2016,Jalisco,3,57.5,1
2016,Jalisco,3,NA,1
2016,Jalisco,4,17.5,11
2016,Jalisco,4,22.5,83
2016,Jalisco,4,27.5,63
2016,Jalisco,4,32.5,12
2016,Jalisco,4,37.5,4
2016,Jalisco,4,42.5,1
2016,Jalisco,5,27.5,7
2016,Jalisco,5,32.5,26
2016,Jalisco,5,37.5,8
2016,Jalisco,5,NA,1
2016,Jalisco,6,22.5,72
2016,Jalisco,6,27.5,51
2016,Jalisco,6,32.5,25
2016,Jalisco,6,37.5,17
2016,Jalisco,7,22.5,1
2016,Jalisco,7,27.5,3
2016,Jalisco,7,32.5,23
2016,Jalisco,8,22.5,11
2016,Jalisco,8,27.5,16
2016,Jalisco,10,22.5,1
2016,Jalisco,10,27.5,1
2016,Jalisco,11,37.5,1
2016,Jalisco,11,42.5,6
2016,Jalisco,11,47.5,5
2016,Jalisco,12,22.5,26
2016,Jalisco,12,27.5,19
2016,Jalisco,12,32.5,34
2016,Jalisco,12,42.5,3
2016,Jalisco,12,47.5,7
2016,Michoacan,3,17.5,2
2016,Michoacan,3,22.5,46
2016,Michoacan,3,27.5,39
2016,Michoacan,3,32.5,40
2016,Michoacan,3,37.5,48
2016,Michoacan,3,42.5,51
2016,Michoacan,3,47.5,36
2016,Michoacan,3,52.5,2
2016,Michoacan,3,57.5,1
2016,Michoacan,4,17.5,8
2016,Michoacan,4,22.5,26
2016,Michoacan,4,27.5,46
2016,Michoacan,4,32.5,25
2016,Michoacan,4,37.5,17
2016,Michoacan,4,42.5,26
2016,Michoacan,4,47.5,4
2016,Michoacan,4,57.5,2
2016,Michoacan,5,17.5,10
2016,Michoacan,5,22.5,82
2016,Michoacan,5,27.5,66
2016,Michoacan,5,32.5,110
2016,Michoacan,5,37.5,36
2016,Michoacan,5,42.5,15
2016,Michoacan,5,47.5,9
2016,Michoacan,5,52.5,2
2016,Michoacan,6,22.5,33
2016,Michoacan,6,27.5,88
2016,Michoacan,6,32.5,43
2016,Michoacan,6,37.5,16
2016,Michoacan,7,22.5,17
2016,Michoacan,7,27.5,33
2016,Michoacan,7,32.5,10
2016,Michoacan,7,37.5,3
2016,Michoacan,7,42.5,1
2016,Michoacan,8,17.5,1
2016,Michoacan,8,22.5,1
2016,Michoacan,8,27.5,1
2016,Michoacan,9,22.5,15
2016,Michoacan,9,27.5,22
2016,Michoacan,9,32.5,3
2016,Michoacan,9,37.5,5
2016,Michoacan,9,42.5,4
2016,Michoacan,10,22.5,20
2016,Michoacan,10,27.5,27
2016,Michoacan,10,32.5,5
2016,Michoacan,10,37.5,1
2016,Michoacan,10,47.5,1
2016,Michoacan,10,52.5,2
2016,Michoacan,10,67.5,1
2016,Michoacan,10,NA,1
2016,Michoacan,11,17.5,2
2016,Michoacan,11,22.5,88
2016,Michoacan,11,27.5,57
2016,Michoacan,11,32.5,15
2016,Michoacan,11,37.5,5
2016,Michoacan,11,42.5,4
2016,Michoacan,11,47.5,9
2016,Michoacan,11,52.5,5
2016,Michoacan,11,57.5,7
2016,Michoacan,11,62.5,4
2016,Michoacan,11,67.5,3
2016,Michoacan,11,72.5,1
2016,Michoacan,11,NA,109
2016,Michoacan,12,17.5,2
2016,Michoacan,12,22.5,112
2016,Michoacan,12,27.5,32
2016,Michoacan,12,32.5,1
2016,Michoacan,12,42.5,2
2016,Michoacan,12,NA,1
2016,Nayarit,1,37.5,1
2016,Nayarit,1,47.5,8
2016,Nayarit,1,52.5,6
2016,Nayarit,1,57.5,4
2016,Nayarit,1,62.5,1
2016,Nayarit,1,72.5,3
2016,Nayarit,1,77.5,2
2016,Nayarit,1,82.5,5
2016,Nayarit,2,27.5,1
2016,Nayarit,2,32.5,14
2016,Nayarit,2,37.5,16
2016,Nayarit,2,77.5,1
2016,Nayarit,3,22.5,11
2016,Nayarit,3,27.5,9
2016,Nayarit,3,32.5,14
2016,Nayarit,3,37.5,54
2016,Nayarit,3,42.5,10
2016,Nayarit,3,47.5,4
2016,Nayarit,3,62.5,1
2016,Nayarit,3,67.5,4
2016,Nayarit,3,72.5,10
2016,Nayarit,3,77.5,5
2016,Nayarit,3,82.5,2
2016,Nayarit,3,92.5,1
2016,Nayarit,4,22.5,59
2016,Nayarit,4,27.5,71
2016,Nayarit,4,32.5,42
2016,Nayarit,4,37.5,24
2016,Nayarit,4,42.5,15
2016,Nayarit,4,47.5,10
2016,Nayarit,4,52.5,4
2016,Nayarit,4,57.5,7
2016,Nayarit,4,62.5,11
2016,Nayarit,4,67.5,9
2016,Nayarit,4,72.5,9
2016,Nayarit,4,77.5,2
2016,Nayarit,4,82.5,2
2016,Nayarit,4,87.5,4
2016,Nayarit,4,92.5,5
2016,Nayarit,5,12.5,1
2016,Nayarit,5,17.5,2
2016,Nayarit,5,22.5,17
2016,Nayarit,5,27.5,42
2016,Nayarit,5,32.5,63
2016,Nayarit,5,37.5,71
2016,Nayarit,5,42.5,40
2016,Nayarit,5,47.5,15
2016,Nayarit,5,52.5,4
2016,Nayarit,5,57.5,6
2016,Nayarit,5,62.5,7
2016,Nayarit,5,67.5,2
2016,Nayarit,5,72.5,8
2016,Nayarit,5,77.5,8
2016,Nayarit,5,82.5,14
2016,Nayarit,5,87.5,9
2016,Nayarit,5,92.5,16
2016,Nayarit,5,97.5,1
2016,Nayarit,5,102.5,1
2016,Nayarit,6,17.5,1
2016,Nayarit,6,22.5,33
2016,Nayarit,6,27.5,103
2016,Nayarit,6,32.5,42
2016,Nayarit,6,37.5,23
2016,Nayarit,6,42.5,15
2016,Nayarit,6,47.5,1
2016,Nayarit,6,52.5,6
2016,Nayarit,6,57.5,9
2016,Nayarit,6,62.5,6
2016,Nayarit,6,67.5,3
2016,Nayarit,6,72.5,4
2016,Nayarit,6,77.5,1
2016,Nayarit,6,82.5,2
2016,Nayarit,6,87.5,3
2016,Nayarit,6,92.5,1
2016,Nayarit,7,12.5,1
2016,Nayarit,7,17.5,2
2016,Nayarit,7,22.5,34
2016,Nayarit,7,27.5,41
2016,Nayarit,7,32.5,9
2016,Nayarit,7,37.5,24
2016,Nayarit,7,42.5,12
2016,Nayarit,7,62.5,1
2016,Nayarit,7,72.5,3
2016,Nayarit,7,77.5,10
2016,Nayarit,7,82.5,9
2016,Nayarit,7,87.5,7
2016,Nayarit,7,92.5,8
2016,Nayarit,7,97.5,4
2016,Nayarit,7,102.5,1
2016,Nayarit,8,17.5,3
2016,Nayarit,8,22.5,71
2016,Nayarit,8,27.5,51
2016,Nayarit,8,32.5,17
2016,Nayarit,8,37.5,4
2016,Nayarit,8,47.5,6
2016,Nayarit,8,52.5,4
2016,Nayarit,8,57.5,1
2016,Nayarit,8,62.5,1
2016,Nayarit,8,NA,2
2016,Nayarit,9,17.5,1
2016,Nayarit,9,22.5,29
2016,Nayarit,9,27.5,25
2016,Nayarit,9,32.5,21
2016,Nayarit,9,37.5,10
2016,Nayarit,9,42.5,6
2016,Nayarit,10,17.5,1
2016,Nayarit,10,22.5,40
2016,Nayarit,10,27.5,4
2016,Nayarit,10,37.5,1
2016,Nayarit,10,42.5,2
2016,Nayarit,10,47.5,2
2016,Nayarit,11,22.5,8
2016,Nayarit,11,27.5,68
2016,Nayarit,11,32.5,6
2016,Nayarit,11,37.5,20
2016,Nayarit,11,42.5,15
2016,Nayarit,11,47.5,2
2016,Nayarit,11,52.5,3
2016,Nayarit,11,57.5,1
2016,Nayarit,11,NA,1
2016,Nayarit,12,17.5,2
2016,Nayarit,12,22.5,56
2016,Nayarit,12,27.5,7
2016,Nayarit,12,32.5,39
2016,Nayarit,12,37.5,35
2016,Nayarit,12,42.5,11
2016,Nayarit,12,47.5,5
2016,Nayarit,12,62.5,4
2016,Nayarit,12,67.5,5
2016,Nayarit,12,72.5,10
2016,Nayarit,12,77.5,8
2016,Nayarit,12,82.5,5
2016,Oaxaca,3,22.5,3
2016,Oaxaca,3,27.5,18
2016,Oaxaca,3,32.5,11
2016,Oaxaca,3,37.5,2
2016,Oaxaca,4,22.5,2
2016,Oaxaca,4,27.5,56
2016,Oaxaca,4,32.5,69
2016,Oaxaca,4,37.5,7
2016,Oaxaca,4,42.5,1
2016,Oaxaca,4,47.5,1
2016,Oaxaca,4,57.5,1
2016,Oaxaca,4,62.5,2
2016,Oaxaca,5,22.5,6
2016,Oaxaca,5,27.5,101
2016,Oaxaca,5,32.5,182
2016,Oaxaca,5,37.5,95
2016,Oaxaca,5,42.5,30
2016,Oaxaca,5,47.5,11
2016,Oaxaca,5,52.5,3
2016,Oaxaca,5,57.5,1
2016,Oaxaca,5,77.5,1
2016,Oaxaca,6,27.5,43
2016,Oaxaca,6,32.5,69
2016,Oaxaca,6,37.5,10
2016,Oaxaca,7,27.5,8
2016,Oaxaca,7,32.5,17
2016,Oaxaca,7,37.5,8
2016,Oaxaca,7,42.5,1
2016,Oaxaca,7,62.5,1
2016,Oaxaca,8,27.5,16
2016,Oaxaca,8,32.5,15
2016,Oaxaca,8,37.5,3
2016,Oaxaca,8,42.5,1
2016,Oaxaca,9,27.5,1
2016,Oaxaca,9,32.5,21
2016,Oaxaca,9,37.5,11
2016,Oaxaca,9,42.5,39
2016,Oaxaca,9,47.5,23
2016,Oaxaca,9,52.5,9
2016,Oaxaca,9,57.5,5
2016,Oaxaca,9,67.5,3
2016,Oaxaca,10,27.5,6
2016,Oaxaca,10,32.5,10
2016,Oaxaca,10,37.5,3
2016,Oaxaca,11,27.5,38
2016,Oaxaca,11,32.5,30
2016,Oaxaca,11,37.5,6
2016,Oaxaca,12,27.5,10
2016,Oaxaca,12,32.5,12
2016,Oaxaca,12,37.5,1
2016,Sinaloa,4,22.5,19
2016,Sinaloa,4,27.5,13
2016,Sinaloa,4,32.5,19
2016,Sinaloa,4,37.5,2
2016,Sinaloa,4,42.5,1
2016,Sinaloa,4,47.5,1
2016,Sinaloa,5,32.5,5
2016,Sinaloa,5,37.5,26
2016,Sinaloa,5,42.5,10
2016,Sinaloa,5,47.5,8
2016,Sinaloa,5,52.5,4
2016,Sinaloa,5,57.5,2
2016,Sinaloa,5,67.5,1
2016,Sinaloa,6,22.5,2
2016,Sinaloa,6,27.5,13
2016,Sinaloa,6,32.5,19
2016,Sinaloa,6,37.5,9
2016,Sinaloa,6,42.5,3
2016,Sinaloa,6,57.5,3
2016,Sinaloa,6,62.5,1
2016,Sinaloa,7,22.5,1
2016,Sinaloa,7,27.5,1
2016,Sinaloa,7,32.5,27
2016,Sinaloa,7,37.5,1
2016,Sinaloa,7,42.5,1
2016,Sinaloa,10,32.5,2
2016,Sinaloa,10,37.5,2
2016,Sinaloa,10,42.5,1
2016,Sinaloa,11,22.5,1
2016,Sinaloa,11,27.5,29
2016,Sinaloa,11,32.5,4
2016,Sinaloa,11,37.5,18
2016,Sinaloa,11,52.5,2
2016,Sinaloa,11,57.5,1
2016,Sinaloa,12,22.5,9
2016,Sinaloa,12,27.5,45
2016,Sinaloa,12,32.5,27
2016,Sinaloa,12,37.5,28
2016,Sinaloa,12,42.5,14
2016,Sinaloa,12,47.5,14
2016,Sinaloa,12,52.5,5
2016,Sonora,6,37.5,4
2016,Sonora,6,42.5,8
2016,Sonora,6,47.5,6
2016,Sonora,6,52.5,9
2016,Sonora,6,57.5,12
2016,Sonora,6,62.5,12
2016,Sonora,6,67.5,6
2016,Sonora,6,72.5,3
2016,Sonora,6,NA,153
2016,Sonora,7,27.5,2
2016,Sonora,7,32.5,14
2016,Sonora,7,37.5,63
2016,Sonora,7,42.5,23
2016,Sonora,7,47.5,18
2016,Sonora,7,52.5,19
2016,Sonora,7,57.5,10
2016,Sonora,7,62.5,7
2016,Sonora,7,67.5,3
2016,Sonora,7,72.5,5
2016,Sonora,7,77.5,1
2016,Sonora,7,NA,601
2016,Sonora,8,22.5,3
2016,Sonora,8,27.5,17
2016,Sonora,8,32.5,67
2016,Sonora,8,37.5,80
2016,Sonora,8,42.5,21
2016,Sonora,8,47.5,5
2016,Sonora,8,52.5,13
2016,Sonora,8,57.5,7
2016,Sonora,8,62.5,15
2016,Sonora,8,67.5,3
2016,Sonora,8,NA,39
2017,Baja California Sur,1,27.5,94
2017,Baja California Sur,1,32.5,361
2017,Baja California Sur,1,37.5,139
2017,Baja California Sur,1,42.5,23
2017,Baja California Sur,1,47.5,15
2017,Baja California Sur,1,52.5,35
2017,Baja California Sur,1,57.5,13
2017,Baja California Sur,1,62.5,3
2017,Baja California Sur,1,72.5,1
2017,Baja California Sur,1,NA,2
2017,Baja California Sur,2,27.5,69
2017,Baja California Sur,2,32.5,188
2017,Baja California Sur,2,37.5,208
2017,Baja California Sur,2,42.5,114
2017,Baja California Sur,2,47.5,67
2017,Baja California Sur,2,52.5,30
2017,Baja California Sur,2,57.5,21
2017,Baja California Sur,2,62.5,5
2017,Baja California Sur,2,67.5,3
2017,Baja California Sur,2,72.5,1
